"Drug Name","Dosage Form","USP Apparatus","Speed (RPMs)","Medium","Volume (mL)","Recommended Sampling Times (minutes)","Date Updated"
"Sildenafil Citrate","Tablet","I (Basket)","100","0.01 N HCl","900","5, 10, 15 and 30","03/04/2006"
"Sildenafil Citrate","Suspension","II (Paddle)","50","McIlvaine Buffer, pH 5.0","500","5, 10, 15, 20 and 30","05/28/2015"
"Silodosin","Capsule","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Simeprevir Sodium","Capsule","II (Paddle)","75","0.05 M Phosphate Buffer, pH 6.8 with 1.0% polysorbate 20","900","10, 15, 20, 30 and 45","05/28/2015"
"Simvastatin","Suspension","II (Paddle)","50","Phosphate Buffer, pH 7.0, with 0.14% sodium dodecyl sulfate (SDS)","900","10, 15, 20, 30 and 45","12/22/2016"
"Simvastatin","Tablet","","","Refer to USP","","","06/18/2007"
"Simvastatin","Tablet (Orally Disintegrating)","II (Paddle)","75","0.15% SDS Buffer, pH 6.8","900","5, 10, 15 and 30","09/03/2008"
"Siponimod Fumaric Acid","Tablet","II (Paddle)","50","Phosphate Buffer, pH 6.8 with 0.1% (m/v) Polysorbate 80","900 mL [for 2 mg strength] 500 mL [for 0.25 mg strength]","5, 10, 15, 20 and 30","08/19/2021"
"Sirolimus","Gel","","","Develop a method to characterize in vitro release","","","05/18/2023"
"Sirolimus","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Sitagliptin Phosphate","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Sitagliptin Phosphate/Simvastatin","Tablet","II (Paddle) with stainless steel stationary quadrangular hanging basket","100","10 mM Sodium phosphate buffer containing 1% Tween 80 with 50 μg/mL Butylated hydroxyanisole","900","5, 10, 15, 20, 30, and 45","10/31/2013"
"Sodium Iodide I-123","Capsule","","","Develop a dissolution method","","","09/15/2023"
"Sodium Iodide I-131","Capsule","","","Develop a dissolution method","","","07/07/2022"
"Sodium Oxybate","For Suspension (Extended Release)","II (Paddle)","100","Stage 1: 0.1N HCl for 2h; Stage 2: pH 6.0 Phosphate Buffer for 6h","900","0.25, 1, 2, 2.5, 3, 3.5, 4 and 5 hours","05/31/2024"
"Sodium Phenylbutyrate","Pellets","II (Paddle)","75","Simulated Intestinal Fluid without pancreatin","900","5, 10, 15, 30 and 45","02/05/2024"
"Sodium Phenylbutyrate","Powder for Oral","II (Paddle)","75","Simulated Intestinal Fluid","900","15, 30, 45, 60 and 90","04/02/2009"
"Sodium Phenylbutyrate; Taurursodiol","Powder","II (Paddle)","75","5 mM phosphate w/ 0.1% SDS, pH 6.8","900","5, 10, 15, 30 and 45","02/05/2024"
"Sodium Phosphate Dibasic Anhydrous/Sodium Phosphate Monobasic Monohydrate","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Sofosbuvir","Pellets","II (Paddle)","75","25 mM Potassium Phosphate Buffer, pH 5.5","900","5, 10, 15, 20, 30 and 45","08/19/2021"
"Sofosbuvir","Tablet","II (Paddle)","75","0.05 M Phosphate Buffer, pH 6.8","900","5, 10, 15, 20 and 30","08/19/2021"
"Sofosbuvir/Velpatasvir","Tablet","II (Paddle)","75","50 mM sodium acetate buffer,pH 5.0, with 0.5% w/v Cetyltrimethyl ammonium bromide (CTAB)","900","5, 10, 15, 20 and 30","10/20/2016"
"Solifenacin Succinate","Suspension","II (Paddle)","50","0.1 N HCl","900","5, 10, 15, 20 and 30 ","07/07/2022"
"Solifenacin Succinate","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Solriamfetol HCl","Tablet","I (Basket)","100","0.1 N HCl","900","5, 10, 15, 20 and 30","08/19/2021"
"Sonidegib Phosphate","Capsule ","II (Paddle) with sinker","75","Tier 1: 0.1 M HCl with 1.0% SDS; Tier II:  Stage 1: 850 mL  of 0.1 N HCl solution with pepsin [250’000 units/L]. Stage 2: After 10 minutes add 50 mL of 18% SDS in 0.1 N HCl","Tier 1: 900; Tier 2: Stage 1: 850 mL, Stage 2: 900 mL","15, 30, 45, 60, and 90","03/17/2016"
"Sorafenib Tosylate","Tablet","II (Paddle)","75","0.1 M HCl with 1% SDS","900","5, 10, 15, 20 and 30","06/10/2009"
"Sotagliflozin","Tablet","","","Develop a dissolution method","","","08/05/2024"
"Sotorasib","Tablet","II (Paddle)","75","120 mg: 50 mM phosphate buffer, pH 6.8 with 0.2% SLS;  320 mg: 50 mM phosphate buffer, pH 6.8 with 0.4% SDS","900","5,10,15, 20 and 30","11/30/2023"
"Sparsentan","Tablet","II (Paddle)","60","0.1 N HCl","1000","5, 10, 15, 20, 30, 45 and 60","05/31/2024"
"Spironolactone","Tablet","","","Refer to USP","","","04/15/2008"
"Stavudine","Capsule","","","Develop a dissolution method","","","01/03/2024"
"Succimer","Capsule","II (Paddle)","50","0.01 N Phosphoric Acid","900","10, 20, 30, 45, 60 and 90","02/20/2004"
"Sucralfate","Suspension","II (Paddle)","75","0.1N HCl/0.067 M KCl, pH 1.0","900","10, 20, 30 and 45","03/04/2006"
"Sucralfate","Tablet","II (Paddle)","75","0.1 N HCl/0.067 M KCl, pH 1.0","900","15, 30, 45, 60, 180, 240 and 480","04/02/2009"
"Sucroferric Oxyhydroxide","Tablet (Chewable)","II (Paddle)","50","0.1 N HCl","900","10, 15, 20, 30, 45 and 60","11/02/2017"
"Sufentanil Citrate","Tablet (Sublingual)","II (Paddle)","50","pH 4.5 Acetate Buffer","50","2, 4, 8, 12 and 15","05/12/2022"
"Sulfadiazine","Tablet","","","Refer to USP","","","07/14/2008"
"Sulfamethoxazole/Trimethoprim","Tablet","","","Refer to USP","","","01/14/2008"
"Sulfamethoxazole/Trimethoprim","Suspension","II (Paddle)","50","1 mL of 0.2 N HCl in water","900","10, 20, 30, 45, 60 and 90","02/25/2004"
"Sulfasalazine","Tablet","","","Refer to USP","","","12/15/2009"
"Sulfasalazine","Tablet (Delayed Release) ","","","Refer to USP","","","12/15/2009"
"Sulfisoxazole Acetyl","Oral Suspension (Pediatric)","II (Paddle)","30","1% SLS in 0.1N HCl","900","15, 30, 45, 60 and 90","08/17/2006"
"Sumatriptan Succinate","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Sunitinib Malate","Capsule","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Suvorexant","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Tacrolimus","For Suspension","II (Paddle)","50","Hydroxypropyl Cellulose Solution (1 in 20,000). Adjust to pH 4.5 by Phosphoric Acid","","15, 30, 45, 60, 90 and 120","02/09/2023"
"Tacrolimus","Tablet (Extended Release)  ","II (Paddle)","100","0.005% HPC in Water with 0.50% SLS adjusted to pH 4.5","900","0.5, 1, 2.5, 4.5, 6.5, 8.5 and 12 hours","06/30/2016"
"Tacrolimus","Capsule","II (Paddle)","50","Hydroxypropyl Cellulose Solution (1 in 20,000). Adjust to pH 4.5 by Phosphoric Acid","900","30, 60, 90 and 120","02/20/2004"
"Tadalafil","Tablet","II (Paddle)","50","0.5% Sodium Lauryl Sulfate","1000","10, 20, 30 and  45","01/26/2006"
"Tafamidis","Capsule","II (Paddle) with sinker","75","Tier 1 Medium: 0.05M Sodium Phosphate Buffer, pH 6.8 with 1.0% Tween 80; Tier II  Medium: 0.05M Sodium Phosphate Buffer, pH 6.8 with 1.0% Tween 80 and enzyme with protease activity as per USP","900","5, 10, 15, 20, 30 and 45","04/22/2021"
"Tafamidis Meglumine","Capsule","II (Paddle) with sinker","75","Tier 1 Medium: 0.05M Sodium Phosphate Buffer, pH 6.8. Tier 2 Medium: 0.05M Sodium Phosphate Buffer, pH 6.8, and pancreatin with protease activity as per USP","900","5, 10, 15, 20, 30 and 45","04/22/2021"
"Tafenoquine Succinate","Tablet","II (Paddle)","75","0.01M Sodium phosphate buffer, pH 6.8, with 0.20% w/v of Polysorbate 20","900","5, 10, 20, 30, 45 and 60","08/27/2020"
"Talazoparib Tosylate","Capsule","II (Paddle) with sinker","75","0.01 N HCl with 0.2% sodium dodecyl sulfate (SDS),","500","10, 15, 20, 30 and 45","08/27/2020"
"Tamoxifen Citrate","Tablet","","","Refer to USP","","","04/02/2009"
"Tamsulosin HCl","Capsule","II (Paddle)","100","0-2 hours: 0.003% polysorbate 80, pH 1.2     2-8 hours: phosphate buffer, pH 7.2","500","1, 2, 3, 6, 8, and 10 hours","03/26/2007"
"Tapentadol HCl","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Tapentadol HCl","Tablet (Extended Release) ","II (Paddle) with sinker ","100","0.05 M Phosphate Buffer of pH 6.8, Simulated intestinal fluid (without enzyme) ","900","0.5, 1, 2, 3, 4, 6, 8, 10 and 12 hours  ","10/31/2013"
"Tasimelteon","Capsule","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Tasimelteon","Suspension","","","Refer to FDA's Dissolution Guidance, 2018","","","05/31/2024"
"Tazemetostat Hydrobromide","Tablet","II (Paddle)","50","0.01 N HCl","900","5, 10, 15, 20, 30 and 45","05/12/2022"
"Tedizolid Phosphate","Tablet","II (Paddle) ","60","0.05 M phosphate buffer pH 6.8","900","5, 10, 15, 20 and 30","06/02/2016"
"Tegaserod Maleate","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Telaprevir","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Telbivudine","Tablet","II (Paddle)","50","0.1 N HCl","900","15, 30 and 45","04/02/2009"
"Telithromycin","Tablet","II (Paddle)","50","0.1 N HCl","900","10, 20, 30 and 45","01/03/2007"
"Telmisartan","Tablet ","","","Refer to USP ","","","01/05/2012"
"Temazepam","Capsule","","","Refer to USP","","","01/14/2008"
"Temozolomide","Capsule","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Tenapanor Hydrochloride","Tablet","II (Paddle)","75","9.4 mM Citrate Buffer, pH 4","900","5, 10, 15, 20, 30 and 45","08/19/2021"
"Tenofovir Alafenamide Fumarate","Tablet ","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Tenofovir Disoproxil Fumarate","Powder for Oral ","II (Paddle)","100","0.2% polysorbate 80 in 0.01 M HCl","900","10, 20, 30, 45, 60 and 75 ","01/31/2013"
"Tenofovir Disoproxil Fumarate","Tablet","II (Paddle)","50","0.1 N HCl","900","10, 20, 30, and 45 ","01/03/2007"
"Tepotinib HCl","Tablet","II (Paddle)","50","Acetate buffer, pH 4.5 + 1 mM NaCl + 0.1% polysorbate 80","900","5, 15, 20 and 35","03/30/2023"
"Terazosin HCl","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Terazosin HCl","Capsule","","","Develop a dissolution method","","","09/15/2023"
"Terbinafine HCl","Tablet","II (Paddle)","50","Citrate Buffer, pH 3.0 adjusted with HCl","500","10, 20, 30 and 45","02/20/2004"
"Terconazole","Suppository (Vaginal)","I (with Palmieri type basket)","100","0.12 N HCl with 1% SLS","900","15, 30, 45, 60, 90, 120 and 150","10/08/2009"
"Teriflunomide","Tablet","II (Paddle) ","50","0.05 M Phosphate Buffer, pH 6.8 ","1000","5, 10, 15, 20, 30 and 45","05/15/2014"
"Testosterone","Film, Transdermal (Extended Release) ","V (Paddle over disk). Paddle 25 mm above the film on the disk.","50","0.1 M sodium chloride containing 2.5% (v/v) of Tween 40 at 32 ± 0.5°C. Delivery surface faces upwards towards the media.","900","1, 3, 5, 7, 11, 16, 20 and 24 hours","06/30/2011"
"Testosterone","Buccal Tablet (Extended Release)","","","Develop a dissolution method","","","09/15/2023"
"Testosterone","Pellet Implant","","","Develop a dissolution method ","","","11/25/2008"
"Testosterone Undecanoate","Capsule","II (Paddle)","75","0.01 N HCl with 0.5% Triton X 100","900","5, 10, 15, 30, 45 and 60","02/05/2024"
"Testosterone Undecanoate","Capsule","II (Paddle)","75","Phosphate buffer pH 6.8 with 1.0% Triton X-100","900","10, 15, 20, 30 and 45","08/19/2021"
"Tetrabenazine","Tablet","II (Paddle)","50","0.1 N HCl","900","5, 10, 15, 30 and 45 ","09/01/2011"
"Tetracycline HCl","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Tetracycline HCl","Capsule","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Thalidomide","Capsule","II (Paddle)","100","1.5% (w/v) SLS (pH 3.0, adj w/ HCl)","900","10,  20, 30, 60 and 90","03/04/2006"
"Theophylline","Capsule (Extended Release)","","","Refer to USP","900","","10/06/2008"
"Theophylline (100 mg and 200 mg)","Tablet (Extended Release)","II (Paddle)","50","SGF without Enzyme, pH 1.2 during 1st hour. Phosphate Buffer at pH 7.5 from end of hour 1 through the duration of testing","900","1, 4, 8, 12 hours","10/06/2008"
"Theophylline (300 mg and 450 mg)","Tablet (Extended Release)","II (Paddle)","50","SGF without Enzyme, pH 1.2 during 1st hour. Phosphate Buffer at pH 7.5 from end of hour 1 through the duration of testing","900","1, 4, 8, 12 hours","10/06/2008"
"Theophylline (600 mg and 400 mg)","Tablet (Extended Release) ","I (Basket)","100","SGF without enzyme, pH 1.2 during 1st hour. SIF without enzyme from end of hour 1 through the duration of the testing","900","1, 2, 4, 8, 12 and 24 hours","10/06/2008"
"Thioguanine","Tablet","","","Develop a dissolution method","","","01/03/2024"
"Tiagabine HCl","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Ticagrelor","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Ticlopidine HCl","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Timolol Maleate","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Tinidazole","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Tiopronin","Tablet ","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Tiopronin","Tablet (Delayed Release)","I (Basket)","100","Acid Stage: 0.1 N HCl; Buffer Stage: 50 mM Potassium phosphate, pH 6.8","Acid Stage: 900; Buffer Stage: 900","Acid Stage:120; Buffer Stage:10, 20, 30, 45 and 60","07/07/2022"
"Tipiracil HCl/Trifluridine","Tablet","II (Paddle)","50","0.1 N HCl","900","5, 10, 15, 20 and 30","11/02/2017"
"Tipranavir","Capsule","II (Paddle)","50","0.05 M phosphate buffer pH 6.8","900","15, 30, 45 and 60","12/03/2007"
"Tivozanib HCl","Capsule","II (Paddle with sinker)","50","Tier I:  0.1 mM HCI with 0.5% (w/v) sodium dodecyl sulfate (SDS) (900 mL); Tier II:  0.1 mM HCI with pepsin (as per USP) (750 mL) for the first 10 minutes, followed by addition of 0.1 mM HCI with SDS (3% w/v) (150 mL) for the remainder of the dissolution","900","5, 10, 15, 20 and 30","02/09/2023"
"Tizanidine HCl","Capsule","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Tizanidine HCl","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Tofacitinib Citrate","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Tofacitinib Citrate","Tablet (Extended  Release)","II (Paddle) with option to use a sinker ","50","Phosphate Buffer, pH 6.8","900","1, 1.5, 2, 2.5, 3, 4, 6 and 8 hours","07/28/2016"
"Tolcapone","Tablet","","","Refer to USP ","","","05/09/2013"
"Tolterodine Tartrate","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Tolterodine Tartrate","Capsule (Extended Release)","I (Basket)","100","Phosphate buffer (pH 6.8)","900","1, 3, 7 hours","06/18/2007"
"Tolvaptan","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Topiramate","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Topiramate","Capsule (Sprinkle)","","","Develop a dissolution method","","","09/15/2023"
"Topiramate  [25, 50, 100, 150 mg and 200 mg]","Capsule (Extended Release)","I (Basket)","100","50 mM Tris buffer, pH 7.2","900","0.5, 1, 2, 4, 6 and 8 hours","06/25/2015"
"Topiramate [25, 50, 100 and 200 mg]","Capsule (Extended Release)","II (Paddle)","50","0.05 M Phosphate Buffer, pH 7.5","750","1, 2, 3, 4, 6 and 8 hours","08/14/2014"
"Topotecan HCl","Capsule","II (Paddle)","50","Acetate Buffer with 0.15% SDS, pH 4.5","500","5, 10, 20, 30 and 45","04/27/2009"
"Toremifene Citrate","Tablet","II (Paddle)","50","0.02 N HCl","1000","10, 20, 30 and 45","02/20/2004"
"Torsemide","Tablet","II (Paddle)","50","0.1 N HCl","900","5, 10, 15 and 30","02/20/2004"
"Torsemide [20, 40 and 60 mg]","Tablet","II (Paddle)","75","0.1 N HCl","900","1, 2, 3, 4, 6, 8 and 10 hours","07/07/2022"
"Tramadol","Capsule (Extended Release)","","","Develop a dissolution method","","","09/15/2023"
"Tramadol HCl","Tablet (Extended Release)","I (Basket)","75","0.1 N HCl","900","2, 4, 8, 10 and 16 hours","01/03/2007"
"Tramadol HCl","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Trametinib Dimethyl Sulfoxide","Tablet","II (Paddle)","60","pH 4.5, 50 mM Sodium Acetate with 0.75% Sodium Lauryl Sulfate [SLS]","500","5, 10, 15, 20 and  30","12/24/2015"
"Trandolapril","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Trandolapril/Verapamil HCl","Tablet (Extended Release)","II (Paddle)","50","Trandolapril: Develop a dissolution method; Verapamil: 0-1 hour Gastric Fluid w/o Pepsin pH=1.2, 1-8 hour Intestinal Fluid w/o Pancreatin","Verapamil: 900","Verapamil: 1, 2, 3.5, 5 and 8 hours","09/15/2023"
"Tranexamic Acid","Tablet ","","","Develop a dissolution method","","","09/15/2023"
"Tranylcypromine Sulfate","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Trazodone HCl","Tablet (Extended Release) ","","","Develop a dissolution method","","","09/15/2023"
"Trazodone HCl","Tablet","","","Refer to USP","","","05/18/2023"
"Treprostinil Diolamine","Tablet (Extended Release) ","I (Basket)","100","0.05 M Phosphate Buffer, pH 6.8 (deaerated)","500","1, 2, 4, 6, 8, 12, 16, 20 and 24 hours","06/02/2016"
"Tretinoin","Capsule","I (Basket)","100","0.5% solid Lauryldimethylamine-oxide (LDAO) in 0.05M Phosphate Buffer, pH 7.8","900","10, 15, 20, 30 and 45","08/05/2010"
"Triamcinolone Acetonide","Injectable Suspension ","","","Develop a dissolution method using USP IV (Flow-Through Cell), and, if applicable, Apparatus II (Paddle) or any other appropriate method, for comparative evaluation by the Agency","","","01/15/2010"
"Triamcinolone Acetonide","Intra-Articular, For Suspension (Extended Release)","II (Paddle)","75","0.3% SDS in 10 mM phosphate buffer, pH 7.2 + 0.02% sodium azide @35°C","1000","1, 2, 4, 8, 12, 16, 24, 36, 48, 72, 96 and 120 hours","02/08/2018"
"Triclabendazole","Tablet","II (Paddle)","75","0.1N HCl with 1% Tween 20","1000","5, 10, 15, 20 and 30","08/27/2020"
"Trientine HCl","Capsule","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Trimethoprim","Tablet","","","Refer to USP ","","","01/29/2010"
"Trimipramine Maleate","Capsule","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Triptorelin Pamoate","For Intramuscular Suspension (Extended Release)","II (Paddle)","75","50 mL of methanol to 950 mL of water","950","1, 8, 24, 96, and 168 hours","11/16/2017"
"Triptorelin Pamoate","Injectable Suspension","II (Paddle)","200","Water-Methanol (95:5); Reconstitute vial in 2 mL Water for Injection, add to 500 mL medium at 37°C","500","1, 6, 12, 24, 48 and 72 hours","07/14/2008"
"Trospium Chloride","Capsule (Extended Release)","II (Paddle) with sinker","50","0.1 N HCl, pH 1.1 for 2 hrs and then add 200 mL of 0.1 N NaOH in 200 mM Phosphate Buffer. Adjust pH to 7.5 using 2 N HCl and/or 2N NaOH","0-2 hrs: 750 ml, After 2 hrs: 950 ml.","2, 3, 4, 6,  8, 12 and 16 hours","07/15/2010"
"Trospium Chloride","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Tucatinib","Tablet","II (Paddle)","75","0.1 M Citrate Buffer, pH 3.4, containing 0.05% Brij 35 (polyoxyethylene lauryl ether)","900","10, 15, 20, 30 and  45","05/12/2022"
"Ulipristal Acetate","Tablet","II (Paddle)","50","0.1 N HCl","900","5, 10, 15, 20 and 30 ","01/31/2013"
"Upadacitinib","Tablet (Extended Release)","I (Basket)","100","50 mM  Phosphate buffer, pH 6.8 [for 15 mg and 30 mg strengths]; 25 mM Phosphate buffer with 2.75% NaCl, pH 6.8 for [45 mg strength]","900","1, 2, 4, 6, 8, 12 and 16 hours","02/09/2023"
